;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
1.5 -40.766666666666598 1.5707963267948966 flow_65_0 0 5.0 2.0,58.1183333333334 -4.5 0.0 flow_56_0 0 5.0 2.0,4.5 145.18147494825966 1.5707963267948966 flow_67_0 0 5.0 2.0,291.0 4.5 3.141592653589793 flow_77_0 0 5.0 2.0,-4.5 -235.50500000000023 -1.5707963267948966 flow_62_0 0 5.0 2.0,-4.5 -135.51500000000017 -1.5707963267948966 flow_68_0 0 5.0 2.0,4.5 -10.102637223189334 1.5707963267948966 flow_70_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,253.335 4.5 3.141592653589793 flow_76_0 0 5.0 2.0,-4.5 -268.83500000000029 -1.5707963267948966 flow_61_0 0 5.0 2.0,4.5 -32.96752184849521 1.5707963267948966 flow_74_0 0 5.0 2.0,4.5 -17.96752184849521 1.5707963267948966 flow_71_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-4.5 18.266666666666596 -1.5707963267948966 flow_73_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,4.5 281.1938741034711 1.5707963267948966 flow_51_0 0 5.0 2.0,-4.5 -168.84500000000015 -1.5707963267948966 flow_66_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 199.5420481517851 1.5707963267948966 flow_59_0 0 5.0 2.0,4.5 -40.46752184849521 1.5707963267948966 flow_75_0 0 5.0 2.0,10.766666666666595 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,4.5 226.75574812303862 1.5707963267948966 flow_55_0 0 5.0 2.0,4.5 -25.46752184849521 1.5707963267948966 flow_72_0 0 5.0 2.0,-4.5 -202.17500000000019 -1.5707963267948966 flow_63_0 0 5.0 2.0,-25.766666666666596 -1.5 0.0 flow_57_0 0 5.0 2.0,1.5 -33.266666666666598 1.5707963267948966 flow_60_0 0 5.0 2.0,4.5 172.3428386327353 1.5707963267948966 flow_64_0 0 5.0 2.0,4.5 253.97417599658756 1.5707963267948966 flow_54_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_69_0 0 5.0 2.0,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
1.5 -40.766666666666598 1.5707963267948966 flow_65_0 0 5.0 2.0,69.22833333333341 -4.5 0.0 flow_56_0 0 5.0 2.0,4.5 156.26538919092739 1.5707963267948966 flow_67_0 0 5.0 2.0,299.0 4.5 3.141592653589793 flow_78_0 0 5.0 2.0,284.0 4.5 3.141592653589793 flow_77_0 0 5.0 2.0,-4.5 -246.61500000000025 -1.5707963267948966 flow_62_0 0 5.0 2.0,-4.5 -146.62500000000015 -1.5707963267948966 flow_68_0 0 5.0 2.0,4.5 -10.102637223189334 1.5707963267948966 flow_70_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,242.225 4.5 3.141592653589793 flow_76_0 0 5.0 2.0,-4.5 -279.9450000000003 -1.5707963267948966 flow_61_0 0 5.0 2.0,4.5 -32.96752184849521 1.5707963267948966 flow_74_0 0 5.0 2.0,4.5 -17.96752184849521 1.5707963267948966 flow_71_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-4.5 18.266666666666596 -1.5707963267948966 flow_73_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,4.5 292.3038647876618 1.5707963267948966 flow_51_0 0 5.0 2.0,-4.5 -179.95500000000016 -1.5707963267948966 flow_66_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 210.6493242114731 1.5707963267948966 flow_59_0 0 5.0 2.0,4.5 -40.46752184849521 1.5707963267948966 flow_75_0 0 5.0 2.0,10.766666666666595 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,4.5 237.86507949690833 1.5707963267948966 flow_55_0 0 5.0 2.0,4.5 -25.46752184849521 1.5707963267948966 flow_72_0 0 5.0 2.0,-4.5 -213.2850000000002 -1.5707963267948966 flow_63_0 0 5.0 2.0,-25.766666666666596 -1.5 0.0 flow_57_0 0 5.0 2.0,1.5 -33.266666666666598 1.5707963267948966 flow_60_0 0 5.0 2.0,4.5 183.4437150786999 1.5707963267948966 flow_64_0 0 5.0 2.0,4.5 265.0840502709093 1.5707963267948966 flow_54_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_69_0 0 5.0 2.0,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
1.5 -40.766666666666598 1.5707963267948966 flow_65_0 0 5.0 2.0,80.3383333333334 -4.5 0.0 flow_56_0 0 5.0 2.0,4.5 167.3568948352293 1.5707963267948966 flow_67_0 0 5.0 2.0,296.0 4.5 3.141592653589793 flow_78_0 0 5.0 2.0,275.0 4.5 3.141592653589793 flow_77_0 0 5.0 2.0,-4.5 -257.72500000000027 -1.5707963267948966 flow_62_0 0 5.0 2.0,-4.5 -157.73500000000014 -1.5707963267948966 flow_68_0 0 5.0 2.0,4.5 -10.102637223189334 1.5707963267948966 flow_70_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,231.115 4.5 3.141592653589793 flow_76_0 0 5.0 2.0,-4.5 -291.0550000000003 -1.5707963267948966 flow_61_0 0 5.0 2.0,4.5 -32.96752184849521 1.5707963267948966 flow_74_0 0 5.0 2.0,4.5 -17.96752184849521 1.5707963267948966 flow_71_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-4.5 18.266666666666596 -1.5707963267948966 flow_73_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-4.5 -191.06500000000018 -1.5707963267948966 flow_66_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 221.75749260042114 1.5707963267948966 flow_59_0 0 5.0 2.0,4.5 -40.46752184849521 1.5707963267948966 flow_75_0 0 5.0 2.0,10.766666666666595 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,4.5 248.97464266137309 1.5707963267948966 flow_55_0 0 5.0 2.0,4.5 -25.46752184849521 1.5707963267948966 flow_72_0 0 5.0 2.0,-4.5 -224.3950000000002 -1.5707963267948966 flow_63_0 0 5.0 2.0,-25.766666666666596 -1.5 0.0 flow_57_0 0 5.0 2.0,1.5 -33.266666666666598 1.5707963267948966 flow_60_0 0 5.0 2.0,4.5 194.5474139437468 1.5707963267948966 flow_64_0 0 5.0 2.0,4.5 276.1939742144484 1.5707963267948966 flow_54_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_69_0 0 5.0 2.0,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
1.5 -40.766666666666598 1.5707963267948966 flow_65_0 0 5.0 2.0,91.4483333333334 -4.5 0.0 flow_56_0 0 5.0 2.0,4.5 178.45384225164569 1.5707963267948966 flow_67_0 0 5.0 2.0,291.0 4.5 3.141592653589793 flow_78_0 0 5.0 2.0,264.445 4.5 3.141592653589793 flow_77_0 0 5.0 2.0,-4.5 -268.83500000000029 -1.5707963267948966 flow_62_0 0 5.0 2.0,-4.5 -168.84500000000015 -1.5707963267948966 flow_68_0 0 5.0 2.0,4.5 -10.102637223189334 1.5707963267948966 flow_70_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,220.005 4.5 3.141592653589793 flow_76_0 0 5.0 2.0,4.5 -32.96752184849521 1.5707963267948966 flow_74_0 0 5.0 2.0,4.5 -17.96752184849521 1.5707963267948966 flow_71_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-4.5 18.266666666666596 -1.5707963267948966 flow_73_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-4.5 -202.17500000000019 -1.5707963267948966 flow_66_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 232.86626525769487 1.5707963267948966 flow_59_0 0 5.0 2.0,4.5 -40.46752184849521 1.5707963267948966 flow_75_0 0 5.0 2.0,10.766666666666595 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,4.5 260.08436007131106 1.5707963267948966 flow_55_0 0 5.0 2.0,4.5 -25.46752184849521 1.5707963267948966 flow_72_0 0 5.0 2.0,-4.5 -235.50500000000023 -1.5707963267948966 flow_63_0 0 5.0 2.0,-25.766666666666596 -1.5 0.0 flow_57_0 0 5.0 2.0,1.5 -33.266666666666598 1.5707963267948966 flow_60_0 0 5.0 2.0,4.5 205.65307908420614 1.5707963267948966 flow_64_0 0 5.0 2.0,4.5 287.3039468577517 1.5707963267948966 flow_54_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_69_0 0 5.0 2.0,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
1.5 -40.766666666666598 1.5707963267948966 flow_65_0 0 5.0 2.0,102.5583333333334 -4.5 0.0 flow_56_0 0 5.0 2.0,4.5 189.5546700127617 1.5707963267948966 flow_67_0 0 5.0 2.0,284.0 4.5 3.141592653589793 flow_78_0 0 5.0 2.0,253.335 4.5 3.141592653589793 flow_77_0 0 5.0 2.0,-4.5 -279.9450000000003 -1.5707963267948966 flow_62_0 0 5.0 2.0,-4.5 -179.95500000000016 -1.5707963267948966 flow_68_0 0 5.0 2.0,4.5 -10.102637223189334 1.5707963267948966 flow_70_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,208.89499999999999 4.5 3.141592653589793 flow_76_0 0 5.0 2.0,4.5 -32.96752184849521 1.5707963267948966 flow_74_0 0 5.0 2.0,4.5 -17.96752184849521 1.5707963267948966 flow_71_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-4.5 18.266666666666596 -1.5707963267948966 flow_73_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-4.5 -213.2850000000002 -1.5707963267948966 flow_66_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 243.97544666512895 1.5707963267948966 flow_59_0 0 5.0 2.0,4.5 -40.46752184849521 1.5707963267948966 flow_75_0 0 5.0 2.0,10.766666666666595 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,4.5 271.194189314548 1.5707963267948966 flow_55_0 0 5.0 2.0,4.5 -25.46752184849521 1.5707963267948966 flow_72_0 0 5.0 2.0,-4.5 -246.61500000000025 -1.5707963267948966 flow_63_0 0 5.0 2.0,-25.766666666666596 -1.5 0.0 flow_57_0 0 5.0 2.0,1.5 -33.266666666666598 1.5707963267948966 flow_60_0 0 5.0 2.0,4.5 216.76010808505638 1.5707963267948966 flow_64_0 0 5.0 2.0,4.5 298.41394685775176 1.5707963267948966 flow_54_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_69_0 0 5.0 2.0,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
1.5 -40.766666666666598 1.5707963267948966 flow_65_0 0 5.0 2.0,113.6683333333334 -4.5 0.0 flow_56_0 0 5.0 2.0,4.5 200.65825104184965 1.5707963267948966 flow_67_0 0 5.0 2.0,275.0 4.5 3.141592653589793 flow_78_0 0 5.0 2.0,242.225 4.5 3.141592653589793 flow_77_0 0 5.0 2.0,-4.5 -291.0550000000003 -1.5707963267948966 flow_62_0 0 5.0 2.0,-4.5 -191.06500000000018 -1.5707963267948966 flow_68_0 0 5.0 2.0,4.5 -10.102637223189334 1.5707963267948966 flow_70_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,197.78500000000003 4.5 3.141592653589793 flow_76_0 0 5.0 2.0,4.5 -32.96752184849521 1.5707963267948966 flow_74_0 0 5.0 2.0,4.5 -17.96752184849521 1.5707963267948966 flow_71_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-4.5 18.266666666666596 -1.5707963267948966 flow_73_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-299.0 -4.5 0.0 flow_79_0 0 5.0 2.0,-4.5 -224.3950000000002 -1.5707963267948966 flow_66_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 255.08490957354395 1.5707963267948966 flow_59_0 0 5.0 2.0,4.5 -40.46752184849521 1.5707963267948966 flow_75_0 0 5.0 2.0,10.766666666666595 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,4.5 282.3040923318295 1.5707963267948966 flow_55_0 0 5.0 2.0,4.5 -25.46752184849521 1.5707963267948966 flow_72_0 0 5.0 2.0,-4.5 -257.72500000000027 -1.5707963267948966 flow_63_0 0 5.0 2.0,-25.766666666666596 -1.5 0.0 flow_57_0 0 5.0 2.0,1.5 -33.266666666666598 1.5707963267948966 flow_60_0 0 5.0 2.0,4.5 227.8680797985722 1.5707963267948966 flow_64_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_69_0 0 5.0 2.0,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
1.5 -40.766666666666598 1.5707963267948966 flow_65_0 0 5.0 2.0,124.7783333333334 -4.5 0.0 flow_56_0 0 5.0 2.0,4.5 211.76377688724186 1.5707963267948966 flow_67_0 0 5.0 2.0,264.445 4.5 3.141592653589793 flow_78_0 0 5.0 2.0,231.115 4.5 3.141592653589793 flow_77_0 0 5.0 2.0,-4.5 -202.17500000000019 -1.5707963267948966 flow_68_0 0 5.0 2.0,4.5 -10.102637223189334 1.5707963267948966 flow_70_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,186.675 4.5 3.141592653589793 flow_76_0 0 5.0 2.0,4.5 -32.96752184849521 1.5707963267948966 flow_74_0 0 5.0 2.0,4.5 -17.96752184849521 1.5707963267948966 flow_71_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-4.5 18.266666666666596 -1.5707963267948966 flow_73_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-296.0 -4.5 0.0 flow_79_0 0 5.0 2.0,-4.5 -235.50500000000023 -1.5707963267948966 flow_66_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 266.19456328031449 1.5707963267948966 flow_59_0 0 5.0 2.0,4.5 -40.46752184849521 1.5707963267948966 flow_75_0 0 5.0 2.0,10.766666666666595 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,4.5 293.4140559633101 1.5707963267948966 flow_55_0 0 5.0 2.0,4.5 -25.46752184849521 1.5707963267948966 flow_72_0 0 5.0 2.0,-4.5 -268.83500000000029 -1.5707963267948966 flow_63_0 0 5.0 2.0,-25.766666666666596 -1.5 0.0 flow_57_0 0 5.0 2.0,1.5 -33.266666666666598 1.5707963267948966 flow_60_0 0 5.0 2.0,4.5 238.9767042902439 1.5707963267948966 flow_64_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_69_0 0 5.0 2.0,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
1.5 -40.766666666666598 1.5707963267948966 flow_65_0 0 5.0 2.0,135.88833333333339 -4.5 0.0 flow_56_0 0 5.0 2.0,4.5 222.87067274677703 1.5707963267948966 flow_67_0 0 5.0 2.0,253.335 4.5 3.141592653589793 flow_78_0 0 5.0 2.0,220.005 4.5 3.141592653589793 flow_77_0 0 5.0 2.0,299.0 4.5 3.141592653589793 flow_80_0 0 5.0 2.0,-4.5 -213.2850000000002 -1.5707963267948966 flow_68_0 0 5.0 2.0,4.5 -10.102637223189334 1.5707963267948966 flow_70_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,175.565 4.5 3.141592653589793 flow_76_0 0 5.0 2.0,4.5 -32.96752184849521 1.5707963267948966 flow_74_0 0 5.0 2.0,4.5 -17.96752184849521 1.5707963267948966 flow_71_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-4.5 18.266666666666596 -1.5707963267948966 flow_73_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-291.0 -4.5 0.0 flow_79_0 0 5.0 2.0,-4.5 -246.61500000000025 -1.5707963267948966 flow_66_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 277.30435307980886 1.5707963267948966 flow_59_0 0 5.0 2.0,4.5 -40.46752184849521 1.5707963267948966 flow_75_0 0 5.0 2.0,10.766666666666595 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,4.5 -25.46752184849521 1.5707963267948966 flow_72_0 0 5.0 2.0,-4.5 -279.9450000000003 -1.5707963267948966 flow_63_0 0 5.0 2.0,-25.766666666666596 -1.5 0.0 flow_57_0 0 5.0 2.0,1.5 -33.266666666666598 1.5707963267948966 flow_60_0 0 5.0 2.0,4.5 250.08577862762625 1.5707963267948966 flow_64_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_69_0 0 5.0 2.0,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
1.5 -40.766666666666598 1.5707963267948966 flow_65_0 0 5.0 2.0,146.9983333333334 -4.5 0.0 flow_56_0 0 5.0 2.0,4.5 233.97852996659317 1.5707963267948966 flow_67_0 0 5.0 2.0,242.225 4.5 3.141592653589793 flow_78_0 0 5.0 2.0,-299.0 -4.5 0.0 flow_82_0 0 5.0 2.0,208.89499999999999 4.5 3.141592653589793 flow_77_0 0 5.0 2.0,296.0 4.5 3.141592653589793 flow_80_0 0 5.0 2.0,-4.5 -224.3950000000002 -1.5707963267948966 flow_68_0 0 5.0 2.0,4.5 -10.102637223189334 1.5707963267948966 flow_70_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,164.455 4.5 3.141592653589793 flow_76_0 0 5.0 2.0,4.5 -32.96752184849521 1.5707963267948966 flow_74_0 0 5.0 2.0,4.5 -17.96752184849521 1.5707963267948966 flow_71_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-4.5 18.266666666666596 -1.5707963267948966 flow_73_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-284.0 -4.5 0.0 flow_79_0 0 5.0 2.0,-4.5 -257.72500000000027 -1.5707963267948966 flow_66_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 288.41427880068417 1.5707963267948966 flow_59_0 0 5.0 2.0,4.5 -40.46752184849521 1.5707963267948966 flow_75_0 0 5.0 2.0,10.766666666666595 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,4.5 -25.46752184849521 1.5707963267948966 flow_72_0 0 5.0 2.0,-4.5 -291.0550000000003 -1.5707963267948966 flow_63_0 0 5.0 2.0,-25.766666666666596 -1.5 0.0 flow_57_0 0 5.0 2.0,1.5 -33.266666666666598 1.5707963267948966 flow_60_0 0 5.0 2.0,4.5 261.19516636839816 1.5707963267948966 flow_64_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_69_0 0 5.0 2.0,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
1.5 -40.766666666666598 1.5707963267948966 flow_65_0 0 5.0 2.0,158.1083333333334 -4.5 0.0 flow_56_0 0 5.0 2.0,4.5 245.08706207546954 1.5707963267948966 flow_67_0 0 5.0 2.0,231.115 4.5 3.141592653589793 flow_78_0 0 5.0 2.0,-296.0 -4.5 0.0 flow_82_0 0 5.0 2.0,197.78500000000003 4.5 3.141592653589793 flow_77_0 0 5.0 2.0,291.0 4.5 3.141592653589793 flow_80_0 0 5.0 2.0,-4.5 -235.50500000000023 -1.5707963267948966 flow_68_0 0 5.0 2.0,4.5 -10.102637223189334 1.5707963267948966 flow_70_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,153.34500000000004 4.5 3.141592653589793 flow_76_0 0 5.0 2.0,4.5 -32.96752184849521 1.5707963267948966 flow_74_0 0 5.0 2.0,4.5 -17.96752184849521 1.5707963267948966 flow_71_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-4.5 18.266666666666596 -1.5707963267948966 flow_73_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-275.0 -4.5 0.0 flow_79_0 0 5.0 2.0,-4.5 -268.83500000000029 -1.5707963267948966 flow_66_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 299.52427880068418 1.5707963267948966 flow_59_0 0 5.0 2.0,4.5 -40.46752184849521 1.5707963267948966 flow_75_0 0 5.0 2.0,10.766666666666595 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,4.5 -25.46752184849521 1.5707963267948966 flow_72_0 0 5.0 2.0,-25.766666666666596 -1.5 0.0 flow_57_0 0 5.0 2.0,1.5 -33.266666666666598 1.5707963267948966 flow_60_0 0 5.0 2.0,4.5 272.3047964854876 1.5707963267948966 flow_64_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_69_0 0 5.0 2.0,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
299.0 4.5 3.141592653589793 flow_81_0 0 5.0 2.0,1.5 -40.766666666666598 1.5707963267948966 flow_65_0 0 5.0 2.0,169.21833333333343 -4.5 0.0 flow_56_0 0 5.0 2.0,4.5 256.19608186289465 1.5707963267948966 flow_67_0 0 5.0 2.0,220.005 4.5 3.141592653589793 flow_78_0 0 5.0 2.0,-291.0 -4.5 0.0 flow_82_0 0 5.0 2.0,186.675 4.5 3.141592653589793 flow_77_0 0 5.0 2.0,284.0 4.5 3.141592653589793 flow_80_0 0 5.0 2.0,-4.5 -246.61500000000025 -1.5707963267948966 flow_68_0 0 5.0 2.0,4.5 -10.102637223189334 1.5707963267948966 flow_70_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,142.235 4.5 3.141592653589793 flow_76_0 0 5.0 2.0,4.5 -32.96752184849521 1.5707963267948966 flow_74_0 0 5.0 2.0,4.5 -17.96752184849521 1.5707963267948966 flow_71_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-4.5 18.266666666666596 -1.5707963267948966 flow_73_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-264.445 -4.5 0.0 flow_79_0 0 5.0 2.0,-4.5 -279.9450000000003 -1.5707963267948966 flow_66_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 -40.46752184849521 1.5707963267948966 flow_75_0 0 5.0 2.0,10.766666666666595 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,4.5 -25.46752184849521 1.5707963267948966 flow_72_0 0 5.0 2.0,-25.766666666666596 -1.5 0.0 flow_57_0 0 5.0 2.0,1.5 -33.266666666666598 1.5707963267948966 flow_60_0 0 5.0 2.0,4.5 283.4145894115662 1.5707963267948966 flow_64_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_69_0 0 5.0 2.0,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
296.0 4.5 3.141592653589793 flow_81_0 0 5.0 2.0,1.5 -40.766666666666598 1.5707963267948966 flow_65_0 0 5.0 2.0,180.32833333333344 -4.5 0.0 flow_56_0 0 5.0 2.0,4.5 267.30544346757906 1.5707963267948966 flow_67_0 0 5.0 2.0,208.89499999999999 4.5 3.141592653589793 flow_78_0 0 5.0 2.0,-284.0 -4.5 0.0 flow_82_0 0 5.0 2.0,175.565 4.5 3.141592653589793 flow_77_0 0 5.0 2.0,275.0 4.5 3.141592653589793 flow_80_0 0 5.0 2.0,-4.5 -257.72500000000027 -1.5707963267948966 flow_68_0 0 5.0 2.0,4.5 -10.102637223189334 1.5707963267948966 flow_70_0 0 5.0 2.0,1.5 -10.766666666666595 1.5707963267948966 flow_21_0 0 5.0 2.0,131.125 4.5 3.141592653589793 flow_76_0 0 5.0 2.0,4.5 -32.96752184849521 1.5707963267948966 flow_74_0 0 5.0 2.0,4.5 -17.96752184849521 1.5707963267948966 flow_71_0 0 5.0 2.0,1.5 -18.266666666666596 1.5707963267948966 flow_26_0 0 5.0 2.0,-4.5 18.266666666666596 -1.5707963267948966 flow_73_0 0 5.0 2.0,-10.766666666666595 -1.5 0.0 flow_12_0 0 5.0 2.0,-253.335 -4.5 0.0 flow_79_0 0 5.0 2.0,-4.5 -291.0550000000003 -1.5707963267948966 flow_66_0 0 5.0 2.0,-18.266666666666596 -1.5 0.0 flow_23_0 0 5.0 2.0,4.5 -299.0 1.5707963267948966 flow_84_0 0 5.0 2.0,4.5 -40.46752184849521 1.5707963267948966 flow_75_0 0 5.0 2.0,10.766666666666595 1.5 3.141592653589793 flow_43_0 0 5.0 2.0,1.5 -25.766666666666596 1.5707963267948966 flow_31_0 0 5.0 2.0,4.5 -25.46752184849521 1.5707963267948966 flow_72_0 0 5.0 2.0,-25.766666666666596 -1.5 0.0 flow_57_0 0 5.0 2.0,1.5 -33.266666666666598 1.5707963267948966 flow_60_0 0 5.0 2.0,-299.0 -4.5 0.0 flow_85_0 0 5.0 2.0,4.5 294.52451175884576 1.5707963267948966 flow_64_0 0 5.0 2.0,-4.5 10.766666666666595 -1.5707963267948966 flow_69_0 0 5.0 2.0,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
